"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","trial","outOfCentralArea","maxXdev","blinks","meanX","maxYdev","meanY","RECORDING_SESSION_LABEL","CURRENT_FIX_BLINK_AROUND","CURRENT_FIX_X","CURRENT_FIX_Y","TRIAL_INDEX","TRIAL_LABEL","basicShape","initialDirRing0","whichIsTarget1","Direction1","respAdj1","rev1_0","rev1_1","rev1_2","rev1_3","rev1_4","rev1_5","rev1_6","rev1_7","rev1_8","correct","chanceRate"
"829",7,"LO",2,2.3,1,1,1,"[5, 0]",3,4.49909218508,1,0,0,-1,0,1.7248,2.5488,3.1158,4.2617,5.3612,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",8,0,1.89999999999998,0,399.6,18.6,291.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"928",8,"LO",2,1.5,-1,1,0,"[-5, 0]",3,4.70396583247,1,0,0,1,0,1.8853,2.5642,3.4057,4.6045,5.7179,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",9,0,6.19999999999999,0,397.466666666667,6.19999999999999,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1011",9,"LO",2,1.5,1,2,1,"[10, 0]",3,4.52454754869,1,0,0,-1,0,2.4422,3.0304,4.3607,5.4427,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",10,0,2.10000000000002,0,399.75,9.5,294.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1111",10,"LO",2,2.4,-1,2,0,"[-10, 0]",3,4.81154707227,1,1,0,-1,0,1.8797,2.5842,3.4202,4.0985,4.6579,5.4135,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",11,0,4.10000000000002,0,396.8,9.39999999999998,302.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1211",11,"LO",2,2.3,-1,1,0,"[-5, 0]",3,4.75152252502,1,0,0,-1,0,1.7619,2.5809,3.3338,4.6053,5.2834,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",12,0,10.8,0,394.875,25.6,287.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1311",12,"LO",2,2.3,1,2,1,"[10, 0]",3,4.49619657414,1,0,0,1,0,1.7431,2.386,3.883,5.2235,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",13,0,7.60000000000002,0,400.225,26.2,283.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1411",13,"LO",2,2.4,-1,0,1,"[0, 0]",3,4.3224560562,1,1,0,-1,0,2.4968,3.3613,4.315,5.6869,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",14,0,13.7,0,394.875,22.7,287.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1511",14,"LO",2,1.5,-1,2,1,"[10, 0]",3,4.30375225528,1,0,0,-1,0,1.8859,2.793,3.5776,4.4764,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",15,0,6.69999999999999,0,394.533333333333,15.3,304.633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1611",15,"LO",2,1.5,-1,2,0,"[-10, 0]",3,5.0723156839,1,0,0,1,0,1.8728,2.4414,3.3417,4.4732,5.7559,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",16,0,6.39999999999998,0,397.05,14.9,308.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1711",16,"LO",2,2.3,-1,0,1,"[0, 0]",3,4.73816649435,1,0,0,1,0,2.246,2.8481,3.8515,4.5713,5.1098,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",17,0,7.89999999999998,0,394.3,12.9,301.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1811",17,"LO",2,1.5,1,1,1,"[5, 0]",3,4.69086348333,1,0,0,1,0,2.4361,3.8112,4.7046,6.1008,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",18,0,5,0,398,12.5,306.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"1911",18,"LO",2,2.3,-1,1,1,"[5, 0]",3,5.08748628748,1,0,0,1,0,1.959,2.858,3.814,4.3506,5.1062,5.9924,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",19,0,4,0,396,7,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2011",19,"LO",2,2.3,1,0,0,"[0, 0]",3,4.47360263783,1,0,0,-1,0,1.866,3.0925,4.0306,4.6908,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",20,0,10.2,0,395.4,10,301.733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2115",20,"LO",2,1.5,1,2,0,"[-10, 0]",3,4.52146210749,1,0,0,-1,0,1.9583,2.4815,3.6653,4.6576,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",21,0,8.60000000000002,0,394.6,12.9,296.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2213",21,"LO",2,1.5,1,0,1,"[0, 0]",3,5.02640769999,1,0,0,1,0,2.4961,3.4514,4.7877,6.213,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",22,0,10.5,0,394.233333333333,17.6,310.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2311",22,"LO",2,2.3,1,1,0,"[-5, 0]",3,5.09164882047,1,0,0,1,0,1.5599,2.4951,3.032,4.3598,5.5039,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",23,0,14.5,0,390.5,11.1,302.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2411",23,"LO",2,1.5,1,1,0,"[-5, 0]",3,4.36977644595,1,0,0,-1,0,2.0816,2.7354,3.9494,4.9544,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",24,0,2.89999999999998,0,398.833333333333,18,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2511",24,"LO",2,1.5,-1,0,0,"[0, 0]",3,4.75377022727,1,0,0,-1,0,1.8972,2.4809,3.4553,4.9527,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",25,0,7.10000000000002,0,394.7,6.5,301.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2611",25,"LO",2,2.4,-1,2,1,"[10, 0]",3,5.09062084488,1,1,0,1,0,1.9705,2.5907,3.4588,4.4573,5.9415,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",26,0,5.10000000000002,0,396.266666666667,17.3,306.033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2711",26,"LO",2,2.4,1,0,0,"[0, 0]",3,4.85362305343,1,1,0,1,0,1.5819,2.6236,3.461,4.7378,5.8256,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",27,0,4.80000000000001,0,397.066666666667,14.4,295.966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2811",27,"LO",2,2.4,1,2,0,"[-10, 0]",3,4.93949008329,1,1,0,1,0,1.6153,2.9257,3.99,5.3375,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",28,0,5.5,0,402.733333333333,15.5,304.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"2911",28,"LO",2,1.5,-1,0,1,"[0, 0]",3,4.41784013303,1,0,0,-1,0,1.9847,2.5779,4.0324,5.3168,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",29,0,10.6,0,395.033333333333,12.6,298.533333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3011",29,"LO",2,2.4,1,0,1,"[0, 0]",3,4.91750284094,1,1,0,1,0,1.7674,2.4239,3.0426,4.4519,5.7587,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",30,0,6.39999999999998,0,393.7,8.89999999999998,293.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3115",30,"LO",2,2.4,-1,1,1,"[5, 0]",3,4.55118709117,1,1,0,-1,0,2.065,3.0691,4.5254,5.5153,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",31,0,4.39999999999998,0,398.233333333333,17.1,309.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3213",31,"LO",2,2.3,-1,0,0,"[0, 0]",3,4.82189466564,1,0,0,1,0,2.1498,3.134,3.6915,4.8821,5.6782,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",32,0,20.6,0,389.666666666667,7.69999999999999,300.033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3311",32,"LO",2,2.4,1,2,1,"[10, 0]",3,4.41551282395,1,1,0,1,0,2.1384,3.5912,4.7705,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",33,1,1.10000000000002,0,399.5,22.8,319.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3411",33,"LO",2,2.4,1,1,0,"[-5, 0]",3,4.97182777737,1,1,0,-1,0,1.707,2.8981,3.6989,5.0869,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",34,0,8,0,394.4,13.7,305.266666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3511",34,"LO",2,1.5,-1,1,1,"[5, 0]",3,4.81490300443,1,0,0,1,0,1.6866,2.7578,4.0745,5.4802,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",35,0,7.19999999999999,0,395.066666666667,16.5,291.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3611",35,"LO",2,2.4,1,1,1,"[5, 0]",3,4.38587077659,1,1,0,-1,0,1.832,2.4933,3.0387,3.7482,4.6358,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",36,0,19,0,386.533333333333,15.1,293.866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3711",36,"LO",2,1.5,-1,2,0,"[-10, 0]",3,4.94393416165,1,0,0,1,0,1.9439,2.8666,4.2935,5.7556,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",37,0,9.89999999999998,0,397.06,17.3,293.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3811",37,"LO",2,2.4,1,1,1,"[5, 0]",3,5.04026792441,1,1,0,1,0,1.7824,2.7833,3.5836,4.6375,5.1679,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",38,0,7.89999999999998,0,397.066666666667,12.3,294.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3911",38,"LO",2,1.5,1,2,0,"[-10, 0]",3,4.99788211169,1,0,0,-1,0,1.88,2.8835,4.0733,4.7649,6.072,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",39,0,5.39999999999998,0,397.95,15.9,292.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4011",39,"LO",2,2.4,-1,1,0,"[-5, 0]",3,4.61184543233,1,1,0,1,0,1.9299,3.2498,4.6914,5.9868,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",40,0,4.30000000000001,0,404.3,20.4,315.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4115",40,"LO",2,2.4,1,1,0,"[-5, 0]",0,4.36569347068,1,1,0,-1,-1,1.5371,3.0158,4.0132,4.7494,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",41,0,8.80000000000001,0,397.3,18,300.866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"4213",41,"LO",2,2.4,1,0,1,"[0, 0]",3,4.80664579731,1,1,0,-1,0,1.6672,2.2935,3.4656,4.331,5.3066,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",42,0,13,0,390,7.5,295.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4311",42,"LO",2,2.4,-1,2,0,"[-10, 0]",0,5.0400103893,1,1,0,1,1,1.8375,2.6813,3.8167,4.39,5.4885,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",43,0,9.69999999999999,0,394.1,13.1,296.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"4411",43,"LO",2,2.3,1,2,1,"[10, 0]",3,4.70405346214,1,0,0,1,0,1.919,2.436,3.745,4.8707,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",44,1,2.10000000000002,0,400.166666666667,22.4,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4511",44,"LO",2,2.4,-1,1,1,"[5, 0]",3,4.52524847184,1,1,0,1,0,2.1996,3.1798,4.4554,5.148,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",45,0,12.3,0,387.7,3.30000000000001,303.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4611",45,"LO",2,2.4,1,0,0,"[0, 0]",3,4.61987585185,1,1,0,1,0,1.9445,3.0374,3.9152,5.2204,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",46,0,4.60000000000002,0,400.05,16.2,297.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4711",46,"LO",2,2.4,-1,2,1,"[10, 0]",0,4.59987010751,1,1,0,-1,-1,2.1815,2.8904,3.4442,4.3289,5.5216,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",47,0,10.4,0,394.866666666667,20.1,308.966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"4811",47,"LO",2,2.3,-1,1,0,"[-5, 0]",3,4.66573720889,1,0,0,-1,0,1.5103,2.2448,3.5882,4.7107,5.8894,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",48,0,14.4,0,393.05,9.39999999999998,305.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4911",48,"LO",2,2.3,1,2,0,"[-10, 0]",0,4.59138546377,1,0,0,1,-1,2.2508,2.7855,3.7604,4.8804,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",49,0,9.30000000000001,0,394.475,19.5,290.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"508",49,"LO",2,2.3,-1,0,0,"[0, 0]",3,4.93746472713,1,0,0,-1,0,1.6267,2.3697,3.1967,4.6411,5.2339,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",50,0,17,0,387.34,15.9,293.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"5114",50,"LO",2,1.5,-1,0,0,"[0, 0]",3,4.37948372022,1,0,0,-1,0,1.6332,2.2317,2.8874,3.6638,4.9359,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",51,0,7.60000000000002,0,400.725,20.4,311.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"5210",51,"LO",2,1.5,-1,1,0,"[-5, 0]",3,4.96410033522,1,0,0,1,0,2.373,3.674,5.0917,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",52,0,16,0,390.625,14.1,296.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"538",52,"LO",2,2.4,1,2,0,"[-10, 0]",0,5.08916911157,1,1,0,-1,-1,2.4192,2.9546,4.4457,5.8217,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",53,1,14.1,0,392.04,31.5,312.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"548",53,"LO",2,1.5,1,0,0,"[0, 0]",3,5.08464002217,1,0,0,1,0,2.4919,3.8076,4.3888,5.1008,6.3881,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",54,0,10,0,392.233333333333,12.5,301.366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"558",54,"LO",2,2.3,-1,1,1,"[5, 0]",3,5.06230482364,1,0,0,1,0,1.5957,3.0278,4.1285,5.4597,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",55,0,2.60000000000002,0,400.25,21,294.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"568",55,"LO",2,1.5,-1,1,1,"[5, 0]",3,4.312474428,1,0,0,-1,0,1.8463,2.6851,3.1918,4.0939,4.7651,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",56,0,4.39999999999998,0,400.733333333333,6.69999999999999,301.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"578",56,"LO",2,1.5,-1,0,1,"[0, 0]",3,4.46157626759,1,0,0,1,0,1.9763,2.6913,3.3516,4.1772,5.192,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",57,0,9.10000000000002,0,395.2,21.2,296.466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"588",57,"LO",2,1.5,1,1,1,"[5, 0]",3,4.92494137691,1,0,0,-1,0,1.782,3.1833,3.8207,5.1852,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",58,0,11.3,0,393.58,25.3,298.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"598",58,"LO",2,2.3,1,1,1,"[5, 0]",3,5.09963733484,1,0,0,-1,0,2.0788,3.5389,4.2396,5.4939,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",59,0,19.8,0,390.1,14.2,298.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"608",59,"LO",2,2.3,-1,2,1,"[10, 0]",3,4.49289721308,1,0,0,-1,0,2.2059,2.9102,3.9684,4.5264,5.8174,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",60,0,12.7,0,395.833333333333,14.4,307.533333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"6114",60,"LO",2,2.3,-1,0,1,"[0, 0]",3,5.06055102828,1,0,0,-1,0,2.0555,3.1088,3.7567,4.5054,5.2272,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",61,0,8.80000000000001,0,400.1,13.7,300.733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"6210",61,"LO",2,2.4,-1,0,1,"[0, 0]",3,4.3333483012,1,1,0,-1,0,1.5052,2.2568,3.2259,4.1062,5.5808,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",62,0,16.8,0,390.566666666667,16.9,295.966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"638",62,"LO",2,2.3,1,0,1,"[0, 0]",3,4.5390054056,1,0,0,1,0,1.8442,2.7859,4.0094,5.4475,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",63,0,9.39999999999998,0,398.06,21.8,290.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"648",63,"LO",2,1.5,1,1,0,"[-5, 0]",3,5.01484145023,1,0,0,1,0,2.3536,3.1343,4.6049,5.1186,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",64,0,21.5,0,383.8,12.7,300.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"658",64,"LO",2,2.3,-1,2,0,"[-10, 0]",3,4.37609562892,1,0,0,1,0,1.6305,2.929,3.7842,4.7054,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",65,0,12.4,0,397.833333333333,16.6,309.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"668",65,"LO",2,1.5,-1,2,1,"[10, 0]",3,4.33549816291,1,0,0,-1,0,2.0668,3.0004,3.5247,4.0886,4.8739,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",66,0,12.8,0,393.875,16.1,311.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"678",66,"LO",2,1.5,1,2,1,"[10, 0]",3,4.62634063318,1,0,0,1,0,1.8362,2.5921,3.7325,4.6839,5.3075,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",67,0,15.4,0,389.92,10.4,301.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"688",67,"LO",2,2.3,1,0,0,"[0, 0]",3,5.05015525673,1,0,0,-1,0,2.4572,3.0306,4.0652,4.5851,5.1261,6.4071,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",68,0,1,0,401,0.100000000000023,299.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"698",68,"LO",2,2.3,1,1,0,"[-5, 0]",3,4.78960679522,1,0,0,1,0,2.4931,3.0834,4.206,5.0534,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",69,0,11.7,0,392.533333333333,14.7,298.566666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"708",69,"LO",2,1.5,1,0,1,"[0, 0]",3,5.04228369282,1,0,0,1,0,2.1087,3.1008,3.7464,5.2003,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",70,0,8.30000000000001,0,397.2,15.9,308.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"7112",70,"LO",2,2.4,-1,0,0,"[0, 0]",3,4.79179793919,1,1,0,1,0,1.5288,2.6315,3.7018,4.7895,6.1371,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",71,0,6.60000000000002,0,394.4,9.60000000000002,309.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"7210",71,"LO",2,2.4,1,2,1,"[10, 0]",3,4.53317697404,1,1,0,-1,0,1.9432,3.3931,4.0613,5.0387,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",72,0,10.5,0,393.45,7.39999999999998,301.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"738",72,"LO",2,2.4,1,2,1,"[10, 0]",3,4.92742053412,1,1,0,-1,0,1.6322,2.6719,3.6171,4.7828,5.8211,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",73,0,10.6,0,395.366666666667,12.1,302.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"260",1,"UU",2,1,-1,0,0,"[0, 0]",3,4.46461082117,1,0,0,1,0,1.7348,2.9548,3.8273,4.9902,-999,-999,-999,-999,-999,0,"offCenter","LL_19Aug2015_10-40.txt",2,1,7,0,401.15,25.8,324.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
